a,b,c,root
40,-71,26,1.259
21,-98,-62,5.231
13,-1,-80,2.519
-55,7,61,1.119
19,31,-68,1.244
-78,25,95,1.275
72,-33,-44,1.044
-58,24,70,1.325
38,3,-79,1.403
-15,83,-74,4.416
-10,35,79,5.061
-45,74,-20,1.303
-76,96,-3,1.231
9,-47,-81,6.588
-33,100,100,3.823
97,-56,-90,1.294
-15,99,93,7.434
-79,70,66,1.459
-57,54,34,1.38
99,-22,-83,1.033
-41,-3,98,1.51
-39,30,45,1.526
62,-74,-28,1.496
28,-84,-40,3.418
-28,69,100,3.488
73,-94,-17,1.448
-14,-32,79,1.493
29,-79,-47,3.226
-34,15,62,1.589
-39,83,-28,1.708
-4,-16,71,2.664
-3,56,-85,17
-81,84,1,1.049
85,-73,-70,1.433
-13,-4,98,2.596
-76,89,86,1.8
20,-34,-86,3.091
-89,78,24,1.118
-3,66,71,23.028
63,-98,-33,1.84
83,-60,-64,1.311
-96,49,66,1.123
6,-77,-68,13.663
86,-18,-73,1.032
-51,30,22,1.014
11,64,-100,1.281
-76,15,62,1.007
-19,94,35,5.295
-49,7,98,1.487
5,-83,-13,16.755
63,-30,-65,1.281
2,-83,-34,41.906
-20,82,7,4.184
31,-87,-46,3.261
71,-61,-89,1.629
-12,46,-10,3.602
57,10,-99,1.233
95,-85,-99,1.562
-25,99,58,4.478
82,-47,-76,1.291
-20,61,69,3.928
1,-25,-92,28.256
-30,12,60,1.628
69,-98,-24,1.633
-1,-4,32,4
64,-76,-36,1.55
-55,57,43,1.543
19,-32,6,1.469
21,-47,-48,3
-24,91,40,4.189
-24,44,-17,1.28
36,-57,20,1.058
-64,85,77,1.946
90,-53,-98,1.379
10,-92,67,8.403
11,-83,55,6.811
15,7,-48,1.571
-7,64,20,9.445
-83,86,30,1.312
-8,-2,76,2.96
24,-11,-80,2.069
-9,14,49,3.237
-41,51,73,2.094
8,-52,84,3.5
-21,46,-12,1.888
1,-76,-65,76.846
6,1,-55,2.945
23,-5,-53,1.631
-40,29,57,1.61
-5,-78,94,1.124
-14,-13,97,2.209
-13,-40,75,1.314
-72,71,40,1.387
-92,54,99,1.372
99,-62,-37,1
-82,84,79,1.619
-93,64,33,1.032
-71,80,44,1.531
-85,82,100,1.669
3,41,-85,1.829
24,31,-85,1.344
-84,29,76,1.139
16,-46,-45,3.646
76,-27,-72,1.167
28,-67,-15,2.599
90,-87,-28,1.221
61,-33,-49,1.207
54,-89,17,1.428
-53,45,49,1.476
-10,65,-8,6.374
-71,80,24,1.373
23,-36,5,1.411
38,-13,-96,1.77
33,-79,25,2.019
-87,42,55,1.072
64,-75,-64,1.745
38,-86,15,2.073
-45,44,54,1.688
30,-69,-16,2.512
-65,42,65,1.374
-39,47,47,1.855
69,-16,-97,1.307
46,48,-100,1.042
17,6,-85,2.067
22,-97,80,3.311
76,-51,-32,1.066
41,-72,5,1.684
87,-64,-70,1.337
9,40,-71,1.359
8,-8,-46,2.949
-56,99,2,1.788
11,-16,-21,2.289
-5,38,66,9.057
-48,33,82,1.695
-63,58,12,1.095
75,-78,-93,1.749
14,-80,96,4
36,-89,-58,3.008
-25,72,99,3.896
24,-49,-60,2.903
-91,57,54,1.145
4,-77,-39,19.744
35,-71,11,1.86
-22,21,99,2.652
82,-86,-52,1.478
-22,-60,84,1.019
36,-78,-99,3.064
19,-85,-17,4.665
-2,16,80,11.483
36,-49,-55,2.092
6,-55,100,6.667
-30,54,6,1.905
24,-81,50,2.562
67,-33,-63,1.247
12,74,-89,1.03
-76,88,28,1.418
17,-26,-80,3.065
-73,65,24,1.171
-3,23,-6,7.396
-59,62,69,1.728
-18,4,77,2.182
-39,2,69,1.356
5,-83,-25,16.896
72,-47,-42,1.157
86,-69,-82,1.457
-62,65,30,1.395
49,27,-80,1.032
1,-50,-39,50.768
-42,-44,86,1
49,-10,-75,1.343
63,-32,-42,1.109
11,-41,-28,4.317
34,-77,-12,2.411
-54,97,70,2.348
74,-72,-95,1.72
-9,18,64,3.848
28,-87,54,2.25
-31,50,-11,1.35
-14,57,-28,3.5
-5,15,23,4.117
-83,84,12,1.139
65,-44,-100,1.624
30,-3,-54,1.393
60,-94,34,1
-41,11,53,1.279
-92,71,67,1.322
-16,12,8,1.175
19,-43,-10,2.476
20,-95,21,4.518
-52,-26,82,1.03
-88,72,70,1.39
18,-98,13,5.308
42,-90,7,2.062
37,-95,-11,2.679
69,-45,-49,1.23
9,-82,-4,9.16
-25,70,41,3.297
31,-64,16,1.773
-1,-20,51,2.288
17,-93,-85,6.268
69,-94,-87,1.994
-68,53,41,1.259
-40,89,47,2.666
62,-47,-41,1.276
-46,20,72,1.487
62,-34,-94,1.536
-10,29,48,4.077
79,-27,-88,1.24
-17,94,-90,4.298
-75,97,72,1.821
-11,68,31,6.608
59,-67,-41,1.576
-10,-5,64,2.292
28,-43,12,1.169
-81,73,36,1.255
70,-74,-80,1.721
14,-91,-54,7.047
73,-89,-9,1.313
-17,80,-93,2.609
-48,17,43,1.14
24,-85,-61,4.154
64,-2,-99,1.259
-83,25,97,1.242
-21,81,86,4.724
-12,76,-86,4.858
12,-70,80,4.273
12,-90,42,7
-10,-64,88,1.163
19,-31,2,1.564
-12,-1,98,2.816
-30,51,91,2.788
-10,1,40,2.051
-9,-45,55,1.016
9,-41,20,4
-8,-20,96,2.433
-25,100,-13,3.865
-39,80,-29,1.581
-14,88,99,7.26
43,-67,7,1.446
-78,34,76,1.229
38,-71,-60,2.5
80,-72,-45,1.325
-76,59,46,1.258
-11,37,32,4.077
-6,-27,72,1.881
-17,90,69,5.974
-62,40,60,1.358
-46,52,100,2.144
30,100,83,-1.561
-88,60,62,1.247
3,-41,100,10.489
37,-100,-2,2.723
-1,-23,51,2.037
44,-9,-60,1.274
-56,91,20,1.821
82,-63,-34,1.134
18,-33,1,1.803
58,-69,-67,1.823
-3,94,89,32.253
20,12,-41,1.163
-79,68,19,1.083
-5,27,78,7.484
11,-17,-97,3.841
-14,21,9,1.848
25,-71,-20,3.098
24,5,-42,1.223
-70,-21,96,1.031
-49,16,47,1.156
11,-18,-93,3.839
12,-50,-70,5.273
8,-16,-39,3.424
-80,71,73,1.497
15,85,71,-1.018
1,17,-76,3.676
-2,46,11,23.237
-42,49,13,1.389
6,4,-33,2.035
-80,81,68,1.558
35,-93,10,2.545
-68,89,-4,1.262
84,-33,-57,1.043
-9,76,64,9.216
-71,88,66,1.766
88,-54,-65,1.219
21,-99,-20,4.908
9,45,-62,1.125
10,-77,26,7.346
-3,4,67,5.439
62,-76,-69,1.833
-5,52,-42,9.517
6,-77,56,12.059
42,-66,8,1.439
-37,71,-14,1.696
-88,64,42,1.144
-40,87,-4,2.128
-35,99,-3,2.798
-44,5,41,1.024
15,-64,44,3.405
25,41,-89,1.237
-22,-84,-68,-1.165
56,-61,-99,1.981
2,-40,-16,20.392
-8,21,74,4.625
30,-72,29,1.888
-1,83,-76,82.074
-11,-1,15,1.123
-11,50,-40,3.509
-78,99,55,1.687
-32,82,24,2.828
28,-39,-59,2.306
93,-74,-39,1.158
-73,-16,91,1.012
-65,93,70,1.976
35,-44,-1,1.279
14,-29,-92,3.801
51,-17,-51,1.18
-36,29,34,1.455
-6,76,-6,12.587
-32,9,45,1.335
88,-81,-40,1.277
-60,-23,83,1
-29,-6,49,1.201
60,-68,1,1.118
-21,-32,79,1.322
63,-16,-77,1.24
57,-84,-76,2.107
48,-38,-46,1.452
-3,-45,-83,-2.154
93,-90,-81,1.535
20,-43,10,1.885
43,-72,-35,2.068
-2,15,29,9.094
21,-55,-47,3.298
-17,87,51,5.649
24,-83,25,3.125
8,-47,33,5.06
27,-85,-53,3.681
-8,34,68,5.733
-45,78,-7,1.638
-66,99,12,1.613
-49,97,57,2.454
-42,-43,99,1.106
94,-90,-23,1.167
9,-4,-100,3.563
-2,-23,-58,-3.734
10,-42,-15,4.531
7,-2,-94,3.81
-10,-32,81,1.665
-67,41,34,1.081
-9,-79,-93,-1.401
58,-53,-42,1.423
90,-51,-63,1.167
-3,-36,75,1.81
-16,57,19,3.869
46,-31,-37,1.295
-12,18,8,1.859
-17,61,77,4.578
59,-60,-76,1.752
10,-42,-18,4.592
40,-66,-29,2.011
-94,16,100,1.12
-95,45,86,1.217
-63,100,27,1.822
-43,77,-31,1.179
21,-51,-76,3.471
18,8,-36,1.209
-43,32,46,1.471
-32,71,-38,1.317
2,-3,-88,7.426
2,14,14,-1.209
-86,86,64,1.497
-55,97,-33,1.303
-71,99,-5,1.342
-2,-6,90,5.374
32,-44,-21,1.75
-46,35,14,1.051
-39,35,15,1.214
32,-48,-83,2.527
-53,92,84,2.397
-17,59,85,4.566
31,-68,-80,3.042
41,-5,-62,1.292
-84,84,39,1.345
44,-57,-78,2.128
-4,38,96,11.574
-12,-59,80,1.107
6,-64,-78,11.771
-68,73,3,1.113
60,-43,-98,1.686
23,-92,74,2.885
-7,33,53,5.98
-80,30,76,1.18
71,-46,-82,1.446
-31,-20,76,1.276
-8,61,87,8.853
-42,53,-3,1.203
35,-100,-73,3.46
27,-8,-82,1.897
-1,-21,82,3.365
-98,56,52,1.068
-75,92,-8,1.132
-78,30,57,1.069
15,-39,-49,3.526
-24,77,-5,3.142
-5,67,-31,12.92
18,-72,-97,5.064
-9,62,-66,5.573
11,-66,-48,6.656
-56,67,40,1.634
-16,47,49,3.753
10,-90,49,8.418
27,-89,33,2.871
-9,39,81,5.867
-43,78,-24,1.421
-89,32,93,1.218
28,-52,-60,2.662
-20,93,-96,3.103
-42,94,-43,1.597
-16,100,-87,5.205
-3,79,-45,25.751
2,-80,-61,40.748
-11,57,28,5.634
59,-90,19,1.272
3,-80,69,25.774
-86,76,56,1.362
64,26,-100,1.063
8,-46,52,4.204
1,-29,72,26.258
92,-97,-22,1.246
-22,-26,97,1.59
33,-34,-82,2.174
31,-51,-95,2.757
68,-45,-77,1.445
-5,35,33,7.842
-74,62,85,1.57
22,-64,-29,3.308
30,-99,20,3.084
-17,-34,93,1.544
37,20,-95,1.355
-23,-96,-91,-1.455
-8,44,35,6.205
3,-24,-77,10.455
-63,65,68,1.676
-14,-18,76,1.774
-14,-8,52,1.663
-31,77,96,3.396
-51,40,14,1.047
41,-78,-75,2.605
54,-68,-97,2.11
32,-89,-21,3
60,-87,5,1.39
59,21,-92,1.083
-19,-33,67,1.201
67,-82,-14,1.376
36,-85,2,2.337
60,-26,-84,1.42
34,-43,-80,2.292
16,-82,70,4.043
40,-57,-97,2.425
-5,-62,-58,-1.019
-72,-6,87,1.058
-9,-54,-46,-1.028
-8,-59,100,1.421
8,39,-55,1.143
31,50,-83,1.018
33,-10,-39,1.249
-12,8,24,1.786
-51,-12,66,1.026
41,-76,6,1.771
12,74,89,-1.638
-65,7,98,1.283
-15,3,94,2.605
43,27,-89,1.159
41,-40,-16,1.28
-40,79,-10,1.839
22,-23,-13,1.452
-67,93,-15,1.202
-13,-22,76,1.716
-15,80,100,6.379
41,-91,-74,2.852
-28,91,62,3.828
61,-73,-70,1.825
-64,79,-5,1.167
32,-80,-99,3.408
94,-27,-73,1.036
7,-96,26,13.438
26,-81,-70,3.82
-10,38,55,4.918
-31,88,16,3.01
63,-78,-66,1.815
-81,85,41,1.409
52,-43,-83,1.743
-58,48,65,1.55
-2,52,84,27.526
-1,-26,34,1.248
-13,78,-40,5.434
5,-36,-73,8.85
-11,58,-34,4.601
93,-38,-69,1.09
-32,92,89,3.639
-4,38,-18,9
79,-30,-85,1.244
55,-77,-52,1.898
56,-55,-99,1.908
35,-63,3,1.751
-46,7,50,1.121
87,-47,-54,1.103
-19,52,-16,2.384
-72,7,95,1.198
89,-82,-37,1.253
-35,-36,81,1.092
56,-69,-14,1.41
-34,4,97,1.749
-4,78,88,20.57
52,-29,-86,1.595
50,-83,29,1.16
-24,93,-28,3.546
85,-81,-21,1.165
20,-72,-51,4.206
13,-77,-82,6.845
-69,41,72,1.361
82,14,-97,1.006
3,-41,-57,14.939
17,-93,-61,6.062
17,-44,-19,2.965
-68,59,56,1.44
-36,-21,59,1.021
-48,32,92,1.757
-55,67,-3,1.172
12,-89,-26,7.698
17,-62,-96,4.819
5,-90,11,17.877
9,-98,-96,11.793
-40,68,57,2.315
64,-45,-40,1.217
-11,71,-4,6.398
56,-26,-86,1.493
-77,80,89,1.714
10,-93,59,8.615
-38,66,-26,1.133
35,-18,-97,1.942
-18,-32,88,1.494
64,-68,-47,1.54
-5,-43,99,1.888
-23,30,-4,1.154
66,-50,-76,1.517
-20,-61,-45,-1.25
27,-50,23,1
-32,-31,78,1.15
-17,73,-61,3.158
-60,86,37,1.78
40,9,-60,1.117
-12,-16,99,2.282
53,-44,-11,1.031
-6,-24,40,1.266
-81,94,8,1.24
-6,-62,-84,-1.604
42,-52,8,1.058
-70,24,76,1.227
-55,41,39,1.294
-31,88,-50,2.053
-47,-24,77,1.05
-70,61,65,1.493
18,-95,87,4.098
41,-57,-98,2.39
-29,8,94,1.944
-43,63,64,2.156
-19,-50,79,1.111
87,-69,-66,1.354
32,54,-86,1
6,-14,-87,5.149
37,-45,-42,1.835
-29,71,-34,1.795
11,-69,-98,7.466
99,-95,-57,1.378
-44,28,38,1.3
-9,86,21,9.794
7,-2,-60,3.074
24,-38,-59,2.548
-46,66,23,1.725
-72,68,11,1.085
-4,-32,65,1.679
-7,-21,29,1.028
8,-48,-29,6.553
-24,83,27,3.758
-77,82,84,1.705
17,23,-98,1.818
-12,88,-89,6.122
25,-90,-20,3.81
-23,92,74,4.687
12,-48,-38,4.677
57,-11,-96,1.398
6,-2,-89,4.022
54,-45,-81,1.71
19,-17,-23,1.635
57,-31,-26,1
-3,-31,61,1.691
-52,77,94,2.275
-80,49,84,1.376
-25,-13,42,1.062
-25,97,13,4.01
3,-68,64,21.683
-19,75,72,4.746
39,-90,-3,2.341
-5,-43,-49,-1.352
15,-82,17,5.251
-82,-11,99,1.034
-17,81,66,5.474
-45,84,-31,1.36
57,-98,-3,1.749
1,-37,18,36.507
-13,30,73,3.79
12,27,-45,1.115
-3,-88,-88,-1.037
6,-84,47,13.416
48,-25,-63,1.435
22,-56,-30,3
-30,54,8,1.938
-63,61,3,1.015
-37,46,59,2.029
-46,67,14,1.642
-1,-58,97,1.627
-85,45,44,1.031
39,-43,-8,1.265
-19,34,96,3.314
-31,89,-22,2.598
-49,73,76,2.196
-19,53,-31,1.955
-32,38,83,2.31
1,-25,-85,28.032
53,-62,5,1.083
-20,-8,55,1.47
-64,90,73,1.982
-29,-20,78,1.331
96,-100,-72,1.531
-98,92,29,1.188
1,53,-84,1.54
-8,14,43,3.353
65,-59,-84,1.678
-91,52,43,1.03
-28,-8,44,1.119
-2,-9,37,2.604
55,-26,-38,1.101
-78,79,8,1.106
80,-91,-80,1.719
-89,52,42,1.039
65,-61,-53,1.487
-59,19,72,1.277
34,-82,-49,2.907
-13,14,96,3.309
-26,30,21,1.645
23,22,-73,1.366
-30,97,15,3.381
-96,68,87,1.37
-53,-23,80,1.031
-10,23,-2,2.209
-50,30,53,1.372
26,-16,-43,1.63
-17,87,26,5.401
33,-66,-28,2.36
26,-79,-55,3.622
87,-88,-25,1.243
-35,74,-26,1.669
-32,50,36,2.099
-88,84,95,1.621
37,-66,-43,2.291
-4,-23,-22,-1.212
-38,99,37,2.937
29,16,-47,1.027
75,-100,-40,1.655
10,-76,78,6.377
15,-61,27,3.561
20,-24,-8,1.472
-50,62,95,2.131
37,-90,-32,2.747
35,-83,22,2.067
-71,81,23,1.376
15,-69,5,4.526
46,-32,-69,1.621
86,-86,-36,1.318
-12,16,3,1.5
-19,94,-39,4.49
12,48,-92,1.416
69,-43,-61,1.302
35,-55,-22,1.902
3,-32,42,9.134
48,26,-91,1.132
-17,11,39,1.872
57,-79,-100,2.188
-37,7,71,1.483
-11,24,100,4.297
-98,-2,100,1
50,-6,-50,1.062
24,-60,-41,3.059
4,-80,56,19.274
6,-25,8,3.817
1,-70,41,69.409
-4,24,4,6.162
-35,96,89,3.475
54,-85,-25,1.827
16,-91,8,5.598
-81,42,43,1.033
93,-97,-18,1.204
-45,55,-2,1.185
-13,39,96,4.604
-95,24,73,1.012
34,-75,-35,2.602
2,-26,4,12.844
56,-33,-81,1.533
-70,92,-17,1.092
2,20,24,-1.394
83,-49,-48,1.111
-54,80,-26,1
19,-81,-77,5.064
-97,48,78,1.178
-13,87,-30,6.328
4,-48,-33,12.652
-76,35,70,1.217
-52,36,93,1.728
3,-54,74,16.506
60,-52,-56,1.492
-24,86,-9,3.475
-11,80,60,7.958
53,-82,4,1.497
-31,82,86,3.449
41,16,-73,1.153
65,-43,-85,1.521
58,-64,-87,1.895
82,-9,-91,1.11
23,-31,-3,1.439
45,-38,-15,1.137
57,-90,-30,1.862
91,-91,-66,1.488
-7,30,75,6.055
6,-45,30,6.76
5,31,-52,1.373
48,30,-88,1.077
-27,57,-25,1.489
20,29,-73,1.318
15,40,-88,1.432
-19,1,45,1.566
-25,30,76,2.444
-1,98,85,98.86
-12,99,-90,7.21
11,21,-39,1.157
-29,44,66,2.447
10,-95,-71,10.196
84,-43,-64,1.166
50,-12,-40,1.022
64,-65,-43,1.472
98,-79,-95,1.467
-3,52,52,18.281
47,-55,-22,1.485
80,-41,-72,1.239
-34,78,93,3.16
49,-55,-78,1.942
-2,23,85,14.443
-65,6,89,1.217
61,10,-82,1.08
70,-57,-65,1.453
19,-92,37,4.399
8,64,-94,1.268
94,-42,-71,1.121
-9,100,-82,10.22
96,-71,-37,1.092
-14,21,25,2.282
26,-85,52,2.454
53,-73,-25,1.661
57,-27,-76,1.416
-10,-29,86,1.821
-70,37,55,1.189
-46,31,71,1.624
33,-97,60,2.054
69,-39,-56,1.227
2,-45,76,20.661
-2,51,59,26.609
-43,33,15,1.088
22,3,-56,1.529
-2,-13,17,1.116
35,-1,-70,1.429
-57,82,43,1.847
41,43,-100,1.123
23,41,-65,1.011
22,-93,-3,4.259
-48,37,31,1.277
9,12,-53,1.85
-40,64,13,1.782
-56,88,58,2.071
2,-1,-76,6.419
3,-47,-28,16.241
-6,4,17,2.049
-83,78,98,1.654
-4,-80,100,1.18
-60,59,64,1.636
35,27,-87,1.237
1,-67,68,65.969
-81,13,69,1.007
-56,9,52,1.047
19,-31,-96,3.207
98,-74,-48,1.173
-71,56,46,1.291
-4,54,87,14.954
31,7,-76,1.457
-7,95,55,14.128
-20,92,-30,4.247
-3,-60,-67,-1.187
-48,13,42,1.081
5,-82,-72,17.235
-5,94,-51,18.241
27,-84,-49,3.613
5,-2,-36,2.891
28,-71,7,2.433
6,-92,-68,16.04
6,76,79,-1.143
41,-35,-62,1.729
3,-24,-95,10.904
-32,13,33,1.239
-6,23,6,4.079
2,15,-33,1.778
-34,-20,59,1.056
25,-82,-73,4.008
-66,84,-5,1.21
-2,29,-56,12.206
35,-82,-2,2.367
51,-35,-91,1.722
-30,79,69,3.325
-50,87,10,1.848
23,-34,-68,2.611
-64,64,54,1.546
92,-57,-99,1.392
52,5,-75,1.154
85,-31,-54,1
-41,92,100,3.045
50,-22,-62,1.355
44,-14,-38,1.102
52,-86,16,1.44
90,-22,-99,1.178
-4,83,-81,19.723
-10,100,56,10.532
17,-45,-51,3.503
-91,35,73,1.108
73,-85,-47,1.574
-93,63,100,1.43
26,-96,46,3.126
-3,69,74,24.027
47,11,-93,1.295
-86,97,76,1.66
34,-43,-72,2.219
25,-65,-78,3.493
13,-75,41,5.158
81,-39,-85,1.293
-56,32,25,1.012
-6,97,93,17.074
57,-95,32,1.198
-33,64,37,2.405
-8,87,28,11.188
28,-19,-85,2.114
14,61,66,-2
-12,17,-5,1
92,-88,-93,1.592
-36,36,47,1.747
-2,39,81,21.393
-37,91,47,2.898
-9,80,-76,7.807
1,-18,56,14
-62,35,31,1.044
-47,1,66,1.196
45,-76,-1,1.702
-24,20,36,1.71
46,-10,-92,1.527
58,-64,-52,1.648
-1,95,44,95.461
68,-80,-72,1.773
59,-56,-15,1.167
63,-62,-59,1.578
3,-52,18,16.98
-91,29,73,1.069
36,-14,-98,1.856
5,64,77,-1.344
-58,89,-7,1.451
-57,64,-4,1.056
-7,21,8,3.342
30,-51,-74,2.636
-31,64,23,2.377
11,-43,-97,5.51
-5,79,-58,15.028
72,-88,-70,1.771
-14,72,-83,3.398
-18,17,38,2
-77,94,42,1.569
6,-88,31,14.306
-16,-52,86,1.206
23,-97,85,2.975
-5,-66,-90,-1.544
4,-46,-50,12.5
34,-44,-70,2.221
31,-23,-57,1.777
-18,53,5,3.036
72,-39,-50,1.147
71,-78,-65,1.653
-18,67,84,4.712
4,-51,68,11.237
54,-32,-84,1.578
-3,-68,-71,-1.097
-78,37,61,1.153
61,-76,-92,2
-8,57,-25,6.655
-29,94,-4,3.198
-3,-49,63,1.198
7,-43,-90,7.793
-37,85,71,2.948
27,-56,23,1.51
7,-16,-14,2.961
55,-13,-63,1.195
20,-57,-36,3.382
65,-56,-82,1.634
-46,-13,75,1.143
-43,29,35,1.3
25,-17,-16,1.209
7,-77,-43,11.533
-73,97,-1,1.318
-7,-92,-90,-1.064
100,-53,-94,1.27
29,-21,-23,1.323
75,-67,-98,1.674
20,-73,19,3.368
-32,71,12,2.377
6,-98,20,16.127
65,-80,-6,1.302
15,-35,17,1.644
-75,90,18,1.375
4,-80,84,18.888
-11,61,11,5.72
-16,67,58,4.924
3,-41,-29,14.341
30,-26,-56,1.867
30,-74,-100,3.437
85,-62,-75,1.372
-7,43,57,7.264
-6,86,-58,13.624
-9,16,33,3
-33,-1,90,1.636
-3,67,88,23.577
43,-88,17,1.831
35,-98,-10,2.899
-15,-64,-64,-1.6
-33,96,-36,2.467
-35,99,20,3.018
-27,-14,100,1.683
-91,80,15,1.038
16,-97,-6,6.124
14,17,-77,1.815
76,-52,-31,1.067
-31,59,86,2.87
4,-26,16,5.812
-69,53,82,1.54
-55,8,51,1.038
41,8,-74,1.249
-28,10,65,1.713
-68,18,73,1.177
35,-91,-60,3.145
28,-25,-78,2.174
1,-62,17,61.725
12,-78,-98,7.578
18,-66,12,3.475
34,2,-58,1.277
91,-98,-40,1.393
-73,57,18,1.022
-96,89,8,1.01
-18,-40,62,1.052
53,-83,-53,2.053
16,-44,7,2.58
5,-7,-44,3.748
4,-81,20,20
-8,90,73,12.01
59,-80,-54,1.851
51,-56,-7,1.211
63,-63,-21,1.264
-4,-13,93,3.463
24,-84,-48,4
74,-83,-97,1.836
18,30,-89,1.541
-44,85,97,2.737
63,-89,19,1.151
62,-69,-15,1.299
-4,-12,80,3.217
-30,89,89,3.756
-12,76,-69,5.235
-12,-30,54,1.212
83,-88,-82,1.657
-56,70,-1,1.236
-80,66,60,1.372
-2,29,57,16.253
-91,100,40,1.411
93,-22,-89,1.104
39,-78,-33,2.359
98,-78,-100,1.484
55,-65,-21,1.446
-87,-4,95,1.022
-61,15,63,1.147
-21,93,-3,4.396
-66,72,28,1.395
1,-73,15,72.794
1,-23,-50,25
1,20,21,-1.112
-4,4,2,1.366
9,-98,89,9.889
-20,97,-93,3.534
-92,80,52,1.303
-8,57,33,7.663
-11,56,39,5.712
-84,56,39,1.092
-65,70,85,1.802
11,-95,-26,8.902
19,-37,-77,3.21
-76,42,53,1.156
-21,71,38,3.851
-20,79,79,4.777
-39,44,19,1.462
18,-47,-45,3.356
48,-86,-44,2.207
-1,65,73,66.104
44,-54,-92,2.184
-25,32,10,1.54
-79,54,84,1.428
15,26,-87,1.693
-50,67,-13,1.105
46,-33,-34,1.29
-96,31,76,1.066
17,-50,-29,3.437
-87,94,47,1.452
61,-90,10,1.354
12,-67,73,4.099
36,-55,7,1.388
-56,78,74,2.04
29,-87,28,2.633
-77,62,96,1.59
-22,95,-14,4.165
80,13,-93,1
-1,-30,-91,-3.424
-45,60,85,2.194
68,-77,-89,1.843
-96,19,83,1.034
-79,84,40,1.42
38,-26,-36,1.374
-75,31,99,1.374
28,-18,-67,1.901
-13,26,63,3.418
-96,90,75,1.469
-6,86,58,14.979
7,-56,8,7.854
22,-54,-100,3.687
20,-5,-56,1.803
29,-6,-71,1.672
50,-78,-49,2.04
61,-42,-44,1.261
-41,99,56,2.888
-79,-2,84,1.019
22,24,-88,1.528
100,-69,-33,1.015
-14,3,15,1.148
-42,75,36,2.179
33,-44,-56,2.13
-7,39,-50,3.571
-16,69,-5,4.239
30,-61,-57,2.729
-65,66,77,1.709
41,-72,5,1.684
-15,100,68,7.289
29,53,-97,1.131
-25,88,24,3.774
-24,87,-56,2.788
88,-12,-87,1.065
-20,91,-14,4.391
-10,41,34,4.807
-33,96,22,3.123
-32,2,89,1.699
-67,76,78,1.786
16,-37,-83,3.711
36,-1,-75,1.457
-22,-3,97,2.033
-31,-17,66,1.21
11,-50,-86,5.876
-53,20,44,1.119
-69,-6,84,1.061
-6,66,-66,9.887
-1,55,-25,54.542
96,-84,-98,1.539
91,-96,-29,1.3
-1,16,-32,13.657
-45,64,49,1.974
-21,78,-45,3
20,-87,79,3.059
52,-8,-100,1.466
17,-98,72,4.9
-50,97,91,2.632
-21,81,12,4
98,-91,-89,1.524
85,-25,-68,1.053
94,-86,-29,1.177
38,45,-98,1.119
71,-14,-78,1.151
-9,41,-28,3.719
63,-59,-73,1.642
21,-64,16,2.773
68,-27,-69,1.225
-16,46,48,3.688
1,-12,-76,16.583
21,-13,-47,1.837
-17,60,84,4.603
25,-97,-40,4.256
-47,27,80,1.623
51,-70,-88,2.168
-58,96,33,1.947
-24,51,65,3.021
-45,91,89,2.743
14,-62,65,2.724
-100,51,73,1.147
-40,86,62,2.72
-81,11,84,1.089
-40,23,92,1.831
62,-90,-43,1.83
26,-11,-92,2.104
-98,99,33,1.274
-20,82,-76,2.684
-49,7,92,1.444
6,17,-81,2.521
41,-90,-47,2.631
-44,94,36,2.468
34,-99,-46,3.319
-58,73,15,1.438
34,-61,-91,2.763
96,-33,-84,1.123
-66,97,-28,1.075
-17,-37,83,1.375
85,-70,-37,1.189
2,-65,78,31.252
67,-61,-64,1.533
53,-75,-34,1.776
52,-1,-100,1.396
-24,3,89,1.989
-11,86,-8,7.724
1,-9,-68,13.894
26,-31,-13,1.521
-33,31,77,2.068
50,-70,3,1.356
-10,84,53,8.99
-17,30,99,3.452
14,-36,-71,3.879
19,-83,-21,4.608
-60,34,81,1.479
17,-92,38,4.961
32,-99,-84,3.787
-15,54,87,4.807
5,30,-63,1.648
-13,71,-37,4.878
-77,80,62,1.556
58,-28,-81,1.448
49,-34,-60,1.507
3,-66,-33,22.489
86,-43,-87,1.286
45,-99,-94,2.916
-17,23,-5,1.081
-12,26,82,3.913
-15,29,-7,1.651
-9,89,93,10.842
89,-88,-66,1.487
-3,62,68,21.711
20,-52,32,1.6
-24,5,25,1.13
30,93,65,-1.064
20,-82,17,3.881
19,46,-85,1.226
-64,33,39,1.08
-29,-15,70,1.316
-22,82,-39,3.168
41,1,-59,1.187
28,-22,-96,2.286
21,-66,35,2.467
-65,84,90,1.989
-11,84,-79,6.538
-56,91,-35,1
-7,-28,66,1.665
66,-24,-54,1.104
-49,34,61,1.515
-31,84,63,3.322
9,52,72,-2.301
33,46,-100,1.178
-9,-40,75,1.421
70,-77,-33,1.43
-3,-27,-44,-2.137
48,-23,-67,1.445
44,-34,-72,1.723
20,19,-88,1.676
45,-84,16,1.651
18,-20,-16,1.65
-16,53,-10,3.112
-26,65,3,2.545
-21,95,-57,3.812
77,-90,-60,1.643
-54,60,56,1.716
-18,86,28,5.084
-94,78,73,1.389
-21,66,52,3.795
33,-56,-12,1.889
-12,-25,43,1.119
-64,58,81,1.666
-85,84,55,1.438
-14,-63,88,1.119
22,-85,52,3.102
9,-40,-77,5.896
-25,76,-43,2.288
7,-89,75,11.807
-87,22,74,1.057
53,-42,-39,1.341
13,23,-68,1.568
23,-78,-71,4.137
